eid,doi,year,authors,first_author,title,journal,issn,eissn,volume,pages,citedby,openaccess,authkeywords,abstract,ajg2024,ajg_field
2-s2.0-85200819893,10.1016/j.jik.2024.100528,2024,Al Dhaheri M.H.; Ahmad S.Z.; Papastathopoulos A.,Al Dhaheri M.H.,"Do environmental turbulence, dynamic capabilities, and artificial intelligence force SMEs to be innovative?",Journal of Innovation and Knowledge,25307614,2444569X,9,,53,1,Artificial intelligence | Competitive intensity | Dynamic capabilities | Environmental turbulence | Market turbulence | SMEs,"Although environmental turbulence poses significant challenges for small and medium-sized enterprises (SMEs), it also offers opportunities for them to thrive and compete. Scholars generally acknowledge the effectiveness of dynamic capabilities (DCs) and artificial intelligence (AI) applications in responding quickly to market uncertainties; however, their impact on boosting firm performance during real-time environmental turbulence requires further investigation. To address this gap, this study examined the influence of environmental turbulence on SME innovation using AI applications and DCs and how new opportunities can be leveraged to maintain a competitive advantage. This study adopted a quantitative approach, and survey data were collected from 487 managers and owners of SMEs that implemented DCs and AI during real-time environmental turbulence. The results indicate that the elements of environmental turbulence influence SMEs’ implementation of both DCs and AI, acting as mediators between disruptive elements and enhancing firm performance during challenging times. The theoretical and practical implications of these findings are discussed in depth.",1,INNOV
2-s2.0-85196638208,10.1016/j.technovation.2024.103063,2024,Shore A.; Tiwari M.; Tandon P.; Foropon C.,Shore A.,Building entrepreneurial resilience during crisis using generative AI: An empirical study on SMEs,Technovation,01664972,,135,,129,1,Dynamic capability view | Entrepreneurial orientation | Entrepreneurial resilience | Generative AI | Market turbulence,"Recently, Gen AI has garnered significant attention across various sectors of society, particularly capturing the interest of small business due to its capacity to allow them to reassess their business models with minimal investment. To understand how small and medium-sized firms have utilised Gen AI-based tools to cope with the market's high level of turbulence caused by the COVID-19 pandemic, geopolitical crises, and economic slowdown, researchers have conducted an empirical study. Although Gen AI is receiving more attention, there remains a dearth of empirical studies that investigate how it influences the entrepreneurial orientation of firms and their ability to cultivate entrepreneurial resilience amidst market turbulence. Most of the literature offers anecdotal evidence. To address this research gap, the authors have grounded their theoretical model and research hypotheses in the contingent view of dynamic capability. They tested the research hypotheses using cross-sectional data from a pre-tested survey instrument, which yielded 87 useable responses from small and medium enterprises in France. The authors used variance-based structural equation modelling with the commercial WarpPLS 7.0 software to test the theoretical model. The study's findings suggest that Gen AI and EO have a significant influence on building entrepreneurial resilience as higher-order and lower-order dynamic capabilities. However, market turbulence has a negative moderating effect on the path that joins entrepreneurial orientation and entrepreneurial resilience. The results suggest that the assumption that high market turbulence will have positive effects on dynamic capabilities and competitive advantage is not always true, and the linear assumption does not hold, which is consistent with some scholars' assumptions. The study's results offer significant contributions to the contingent view of dynamic capabilities and open new research avenues that require further investigation into the non-linear relationship of market turbulence.",3,INNOV
2-s2.0-85190743737,10.1016/j.bushor.2024.04.006,2024,Tursunbayeva A.; Chalutz-Ben Gal H.,Tursunbayeva A.,Adoption of artificial intelligence: A TOP framework-based checklist for digital leaders,Business Horizons,00076813,,67,357-368,75,1,AI skills | Artificial intelligence | Digital leadership | Digitization | Employee trust | Organizational culture,"In the evolving digital landscape, organizations and leaders face increasing pressure to adopt and effectively utilize artificial intelligence (AI), which is steadily entering the management, work, and organizational ecosystems and enabling digital transformations. We observe AI-based applications assisting employees in daily tasks, project management, decision-making, and collaboration. But the successful adoption of AI is a complex and multifaceted process that requires careful consideration of various factors. What are the specific factors affecting the full adoption of AI from a multilevel viewpoint? This article presents a framework-based checklist concerning technology, organizations, and people (TOP) designed to assist digital leaders in navigating the challenges associated with AI adoption. Drawing upon extensive research and industry insights, this checklist provides digital leaders with a comprehensive tool to assess and address critical considerations during the adoption of AI. By systematically evaluating the technology, organization, and people dimensions, organizations and digital leaders can enhance their chances of a successful digital transformation and gain a competitive advantage in the digital age.",2,ETHICS-CSR-MAN
2-s2.0-105012450538,10.15587/2706-5448.2024.305280,2024,Zhuk A.; Yatskyi O.,Zhuk A.,THE USE OF ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING IN E-COMMERCE MARKETING,Technology Audit and Production Reserves,26649969,27065448,3,33-38,7,1,artificial intelligence | e-commerce marketing | machine learning | personalized customer experience,"The object of this research is the use of artificial intelligence (AI) and machine learning (ML) in e-commerce marketing strategies. Traditional e-commerce marketing approaches often lack a personalized customer experience and find it difficult to adapt to changing consumer behavior. The integration of artificial intelligence and machine learning offers a solution to these problems, enabling real-time marketing initiatives and data analysis. Studies have shown that the use of artificial intelligence and machine learning in e-commerce marketing has led to improved customer relationship management, increased operational efficiency, and more customer-centric advertising strategies. In addition, technologies such as visual search, virtual personal shoppers, and real-time product targeting have changed the e-commerce landscape by providing interactive and personalized shopping experiences. Artificial intelligence and machine learning algorithms analyze vast amounts of customer data to identify patterns, preferences and trends, enabling e-commerce businesses to conduct targeted marketing campaigns and optimize product offerings. Using advanced technologies, companies can streamline operations, increase customer satisfaction and stay ahead of the competition in the digital marketplace. This data suggests that integrating artificial intelligence and machine learning into e-commerce marketing strategies can benefit businesses by improving customer engagement, increasing sales, and gaining a competitive advantage. However, a successful implementation requires access to quality data, a robust AI infrastructure, and ongoing monitoring and optimization to ensure effectiveness and relevance in a dynamic marketplace.",,
2-s2.0-85148577864,10.1108/JEEE-07-2022-0207,2024,Abrokwah-Larbi K.; Awuku-Larbi Y.,Abrokwah-Larbi K.,The impact of artificial intelligence in marketing on the performance of business organizations: evidence from SMEs in an emerging economy,Journal of Entrepreneurship in Emerging Economies,20534604,20534612,16,1090-1117,136,0,Artificial intelligence in marketing (AIM) | Business organization performance | Emerging economy | SMEs,"Purpose: This study aims to empirically investigate the relationship between artificial intelligence (AI) in marketing (AIM) and business performance from the resource-based view (RBV) perspective. Design/methodology/approach: A survey strategy was used in this study to collect data from 225 small and medium enterprises (SMEs) respondents who were on the registered list of the Ghana Enterprise Agency in the Eastern Region of Ghana. Structural equation modeling – path analysis was used to estimate the impact of AIM on the performance of SMEs. Findings: The analyzed data shows that AIM has significant impact on the financial performance, customer performance, internal business process performance and learning and growth performance in the case of SMEs in Ghana. This study establishes the significance of AIM approach in achieving financial performance, customer performance, internal business process performance and learning and growth performance through the application of AIM determinants including, Internet of Things (IoT), collaborative decision-making systems (CDMS), virtual and augmented reality (VAR) and personalization. Research limitations/implications: Aside the aforementioned significance of this research study, this study has limitations. The sample size of this research study can be expanded to include SME respondents in other geographical areas that were not considered in this study. Future research studies should concentrate on how AIM can analyze customer communications and information such as posts on social media to develop future communications that may enhance customer engagement. Practical implications: The practical implications comprise of two key items. First, this research study encourages SME owners and managers to develop an AIM method as a fundamental strategic goal in their pursuit to improve SME performance. Second, SME owners and managers should increasingly implement the four determinants of AIM indicated in this research study (i.e., IOT, CDMS, VAR and personalization) to develop essential resources for effective application of AIM to improve their performance. Originality/value: The results of this study provide a strong support to RBV theory and the proposition that AIM and its determinants (i.e., IOT, CDMS, VAR and personalization) should be recognized as an essential strategic resource for improving the performance (i.e., financial performance, customer performance, internal business process performance and learning and growth performance) of SMEs. This study also contributes to the current body of knowledge on AIM and management, particularly in the context of an emerging economy.",1,ENT-SBM
2-s2.0-85189157796,10.1016/j.ijis.2024.02.001,2024,Abdelfattah F.; Salah M.; Dahleez K.; Darwazeh R.; Al Halbusi H.,Abdelfattah F.,"The future of competitive advantage in Oman: Integrating green product innovation, AI, and intellectual capital in business strategies",International Journal of Innovation Studies,20962487,25892975,8,154-171,70,1,AI adoption | Government involvement | Green product innovation | Intellectual capital | Knowledge-driven culture | Oman | R&D investments,"This study delves into the dynamics of green product innovation, artificial intelligence (AI) adaption, and intellectual capital, investigating their impact on the competitiveness of firms in Oman. It emphasizes the crucial role of government intervention and R&D investments in this process. Based on the responses of 214 top managers in Oman, the research employs structural equation modeling to analyze the intricate relationships between these factors. The findings underscore a significant positive correlation between green innovation, AI implementation, and intellectual capital, with government involvement and R&D investments as vital moderators. This study provides a novel perspective on the synergy of technology, innovation, and intellectual capital in developing economies. It offers essential insights for business leaders, policymakers, and scholars, highlighting the necessity of integrating advanced technologies and sustainable practices in business strategies to achieve competitive advantage. The research adds to the existing body of knowledge on innovation and competitiveness. It offers practical implications for enhancing firm performance in Oman and similar emerging markets.",,
2-s2.0-85198648352,10.69554/pjfe5856,2024,Khaled W.,Khaled W.,Securing brand trust and reputation in an era of political polarisation and AI-driven disinformation,Journal of Brand Strategy,2045855X,20458568,13,6-14,3,0,brand | disinformation | harm | intelligence | misinformation | narrative attack,"This paper analyses the seismic reputational risks now facing brands as two major sociotechnical forces converge — the rise of ideological polarisation and the emergence of AI’s ability to generate synthetic media impersonating organisations. It examines how brands have embraced polarised stances on social issues to build deeper connections with values-driven consumers, especially younger demographics like millennials and Gen Z. By adopting partisan positions. Brands also become targets for ideological attacks seeking to erode trust. Meanwhile, rapid advances in generative AI empower malicious actors to disseminate disinformation, attacking brands with harmful narratives, misinformation and disinformation on an unprecedented scale and realism to do financial and reputational harm. The paper provides an in-depth examination of both dynamics. It explores how younger consumers increasingly demand corporate advocacy on divisive issues, forcing brands to navigate complex sociopolitical fault lines.Taking progressive stances risks a backlash from ideological opponents ready to instigate reputation-damaging retaliation.The paper also details the exponential threats introduced by AI synthesis technologies like generative adversarial networks. It explains how even modestly resourced attackers could soon produce unlimited volumes of fake content, misinformation and disinformation to target brands across all digital channels and media types.To address these converging risks, the paper recommends that brands invest in capabilities including monitoring sociocultural tensions, technologically authenticating communications, establishing early disinformation warning systems, educating consumers on resisting manipulation, crafting proactive narratives, practicing radical transparency and testing defences. It emphasises the need for holistic ‘narrative intelligence’ combining data analysis, cultural discernment and human wisdom. With deliberate strategies focused on verification, transparency and continuous learning, brands can foster resilience and enduring trust despite inevitable disruptions.The paper concludes that competence in navigating partisan debates and AI deception will become a competitive advantage in determining which brands lead in this complex future.",,
2-s2.0-85189363327,10.1007/s41469-024-00165-1,2024,Shipilov A.; Ahn Y.; Greve H.; Rowley T.,Shipilov A.,The impact of governance practices on firm outcomes: a machine-learning exploration,Journal of Organization Design,,2245408X,13,45-64,2,0,Agency theory | Board of directors | Governance | Machine learning,"What are the implications of adopting the various board governance practices that have been proposed as solutions to the conflict of interest between managers and shareholders? Agency theory suggests that board independence and incentive alignment will improve firm outcomes. Yet, the evidence so far has led to both disputes on their effectiveness and proposals that board member motivations and capabilities are important additional factors. As a result, the list of proposed governance practices is now so long that it is difficult to assess which practice does what. To address this question, a fruitful approach is to use data to describe how governance practices are associated with beneficial outcomes for the firm and its shareholders, and thus lay a foundation for theory building and causal research. Using algorithm supported induction, we examine the role of board reform governance practices for the performance of Canadian firms between 2001 and 2010. We find that only a small subset of practices is associated with firm value creation and distribution. Using interviews with board members, we gain further insight into the mechanisms driving these effects and propose theory for additional testing. Our work demonstrates that independence of directors and the alignment of their interests with those of the shareholders need to be complemented with practices that result in motivated and capable board members.",2,STRAT
2-s2.0-85179321158,10.1002/csr.2694,2024,Chang A.; Lee T.S.; Lee H.M.,Chang A.,Applying sustainable development goals in financial forecasting using machine learning techniques,Corporate Social Responsibility and Environmental Management,15353958,15353966,31,2277-2289,22,1,bankruptcy prediction | feature selection | financial performance | machine learning | sustainable development goals (SDGs),"This study seeks to identify the impact of sustainable development goals (SDGs) in predicting corporate financial performance (CFP) in the information communications technology (ICT) industry. Data over the period of 2016–2020 that are relevant to financial reporting and corporate social responsibility (CSR) reporting have been extracted for 208 firms in the ICT industry. Important variables have been identified to help predict the financial performance in the following years upon the publication of CSR reports. Drawing on resource-based view and stakeholder theory, the purpose of this study is to find the quintessential variables that influence the prediction accuracy of financial performance. To better forecast earnings per share (EPS), machine learning feature selection methods have been implemented. The findings suggest that certain variables such as return on total assets, SDGs adoption and whether the firm has established KPI for SDGs achievements can help enhance EPS prediction. With the various predictive models, the artificial neural network model is the most effective in predicting CFPs. Most importantly, the adoption of SDGs can be utilized to sharpen the forecast on financial performance as it enables firms to bolster stakeholder engagement and evaluate environmental, social, and corporate governance efforts.",1,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT"
2-s2.0-85169681026,10.1108/GM-02-2023-0034,2024,Papíková L.; Papík M.,Papíková L.,Gender diversity of board of directors and shareholders: Machine learning exploration during COVID-19,Gender in Management,17542413,,39,345-369,7,0,Boards of directors | Corporate ownership | Diversity management | Financial performance | Gender | Machine learning,"Purpose: European Parliament adopted a new directive on gender balance in corporate boards when by 2026, companies must employ 40% of the underrepresented sex into non-executive directors or 33% among all directors. Therefore, this study aims to analyze the impact of gender diversity (GD) on board of directors and the shareholders’ structure and their impact on the likelihood of company bankruptcy during the COVID-19 pandemic. Design/methodology/approach: The data sample consists of 1,351 companies for 2019 and 2020, of which 173 were large, 351 medium-sized companies and 827 small companies. Three bankruptcy indicators were tested for each company size, and extreme gradient boosting (XGBoost) and logistic regression models were developed. These models were then cross-validated by a 10-fold approach. Findings: XGBoost models achieved area under curve (AUC) over 98%, which is 25% higher than AUC achieved by logistic regression. Prediction models with GD features performed slightly better than those without them. Furthermore, this study indicates the existence of critical mass between 30% and 50%, which decreases the probability of bankruptcy for small and medium companies. Furthermore, the representation of women in ownership structures above 50% decreases bankruptcy likelihood. Originality/value: This is a pioneering study to explore GD topics by application of ensembled machine learning methods. Moreover, the study does analyze not only the GD of boards but also shareholders. A highly innovative approach is GD analysis based on company size performed in one study considering the COVID-19 pandemic perspective.",1,ETHICS-CSR-MAN
2-s2.0-85189203155,10.17549/gbfr.2024.29.2.112,2024,Jaruwanakul T.,Jaruwanakul T.,The Influence of AI-CRM Adoption and Big Data Analytical Capability on Firm Performance of Large Enterprises in Thailand,Global Business and Finance Review,10886931,23841648,29,112-126,15,1,AI-CRM | big data analytical capability | competitive advantage | firm performance | integration capability,"Purpose: This research explores the impact of adopting AI-CRM on integration capability, team collaboration, and firm performance. Additionally, it investigates whether big data analytical capability significantly influences integration capability, team collaboration, and competitive advantage. The study delves into whether integration capability is a driver of team collaboration and assesses the influence of competitive advantage on firm performance. Design/methodology/approach: A quantitative approach was employed using a questionnaire as the primary tool. Online Google forms were distributed to 450 middle-high level management professionals across ten large enterprises in Thailand that have implemented AI-CRM and big data analytics. Sampling techniques included judgmental, convenience, and snowball sampling. Data analysis utilized Confirmatory Factor Analysis (CFA) and Structural Equation Modeling (SEM) to validate model fit and test hypotheses. Findings: The study revealed that the adoption of AI-CRM significantly impacts integration capability, team collaboration, and firm performance. Big data analytical capability has a significant influence on team collaboration and competitive advantage but lacks a significant effect on integration capability. Furthermore, integration capability is significantly associated with team collaboration. However, the study did not find support for the relationship between competitive advantage and firm performance. Research limitations/implications: Findings are specific to the 450 middle-high level managers in ten large Thai enterprises; caution is needed when applying results to a broader population. Furthermore, the study focused on key factors, but additional variables may influence relationships. Future research could explore a broader range of factors. The study did not deeply investigate potential mediating mechanisms between variables. Further research could explore detailed pathways connecting studied variables. Originality/value: The study provides actionable insights for businesses, particularly those in Thailand, that have implemented AI-CRM and big data analytics. Practical implications may guide strategic decisions to enhance integration, collaboration, and overall performance.",,
2-s2.0-85151433706,10.1002/asmb.2758,2024,D'Amato V.; D'Ecclesia R.; Levantesi S.,D'Amato V.,Firms' profitability and ESG score: A machine learning approach,Applied Stochastic Models in Business and Industry,15241904,15264025,40,243-261,70,1,ESG investments | firm's performance | interpretability tools | machine learning,"Corporate social responsibility (CSR) is found to impact firms' performance, for instance, enhancing reputation, increasing innovation capabilities, customer loyalty, and customer satisfaction help improve financial performance. However, the literature provides limited evidence of the relationship between CSR indicators, such as the ESG score, and the firm's profitability, which is often measured by the earnings before interest and taxes (EBIT). We investigate this issue by analyzing a sample of about 400 companies constituting the EuroStoxx-600 index, from 2011 to 2020, using different machine learning models. The novelty of our contribution lies in assessing whether the ESG score has a significant influence on the firms' profitability. Specifically, we investigate the relationship between ESG score and EBIT using machine learning interpretability toolboxes such as partial dependence plots and individual conditional expectation. Tools which help to measure the functional relationship between the predicted response and one or more features, while the Shapley value allows to examine the contribution of the feature to the prediction. Our findings show that the model can reach high levels of accuracy in detecting EBIT and that the ESG score is a promising predictor, compared to other traditional accounting variables.",,
2-s2.0-85182570866,10.1016/j.jbusres.2024.114500,2024,Sullivan Y.; Fosso Wamba S.,Sullivan Y.,Artificial intelligence and adaptive response to market changes: A strategy to enhance firm performance and innovation,Journal of Business Research,01482963,,174,,205,0,Adaptive response to market changes | AI-powered capabilities | Artificial intelligence | Firm performance | Innovation,"This research examines how AI-powered capabilities can bring value to organizations by enhancing their Adaptive Response to Market Changes (ARMC). Utilizing insights from organizational agility and the dynamic capability framework, we define ARMC as an organization's ability to promptly identify and adjust to market changes, with customer responsiveness and operational adjustment as foundational competencies. We outline three AI-powered capabilities (AI-enabled automation, AI-enabled analytics, and AI-enabled relational capabilities) as ARMC's predictors. We posit that the strengths of these relationships depend on environmental hostility and dynamism. Additionally, we propose positive associations between ARMC and three organizational outcomes: firm performance, process innovation, and product innovation. Our research employs a two-stage design, surveying IT and business executives from firms that have adopted AI. The results demonstrate significant interaction effects of environmental hostility and dynamism on the relationships between AI-powered capabilities and ARMC. Furthermore, we find that ARMC positively influences firm performance and innovation.",3,ETHICS-CSR-MAN
2-s2.0-85182851242,10.1007/s40171-023-00367-8,2024,Nayal K.; Raut R.D.; Kumar M.; Paul S.K.; Narkhede B.E.,Nayal K.,Role of Artificial Intelligence Capability in the Interrelation Between Manufacturing Strategies and Operational Resilience,Global Journal of Flexible Systems Management,09722696,09740198,25,137-162,20,0,Artificial intelligence capability | Manufacturing strategies | Operational resilience | Structural equation modeling,"Recent global disruptive events, like COVID-19, energy transition, war, and recession, affect the firm's operations. Manufacturing firms recently focused on resilience and moved toward adopting new technologies. This study identifies the role of artificial intelligence capability (AIC) between manufacturing strategies, namely production strategy (PRS), product development strategy (PDS), and service quality strategy (SQS), and firms’ competitive advantage in terms of operational resilience. A resource-based view has been utilized to develop AIC in manufacturing firms for operational resilience, and the hypotheses were examined using the structural equation modeling. Two hundred thirteen respondents participated in the survey, including five constructs and twenty-nine items. The findings reveal that product development strategy is linked beneficially to production, service quality, and AIC. The production strategy is also linked to the SQS. The findings also confirm that AIC mediates between PDS, PRS, and SQS and operational resilience. The study is significant for practitioners in understanding the role of AIC in modernizing manufacturing and production strategies for firms’ competitive advantage as firms become more operationally resilient. This study is unique because it empirically analyzes the role of manufacturing strategies in building AIC for improving operational resilience as a competitive advantage for a firm.",2,ETHICS-CSR-MAN
2-s2.0-85179582911,10.1016/j.respol.2023.104917,2024,Dahlke J.; Beck M.; Kinne J.; Lenz D.; Dehghan R.; Wörter M.; Ebersberger B.,Dahlke J.,Epidemic effects in the diffusion of emerging digital technologies: evidence from artificial intelligence adoption,Research Policy,00487333,,53,,84,1,Artificial intelligence | Epidemic effects | Inter-firm diffusion | Technology policy | Text mining | Web data,"The properties of emerging, digital, general-purpose technologies make it hard to observe their adoption by firms and identify the salient determinants of adoption. However, these aspects are critical since the patterns related to early-stage diffusion establish path-dependencies which have implications for the distribution of the technological opportunities and socio-economic returns linked to these technologies. We focus on the case of artificial intelligence (AI) and train a transformer language model to identify firm-level AI adoption using textual data from over 1.1 million websites and constructing a hyperlink network that includes >380,000 firms in Germany, Austria, and Switzerland. We use these data to expand and test epidemic models of inter-firm technology diffusion by integrating the concepts of social capital and network embeddedness. We find that AI adoption is related to three epidemic effect mechanisms: 1) Indirect co-location in industrial and regional hot-spots associated to production of AI knowledge; 2) Direct exposure to sources transmitting deep AI knowledge; 3) Relational embeddedness in the AI knowledge network. The pattern of adoption identified is highly clustered and features a rather closed system of AI adopters which is likely to hinder its broader diffusion. This has implications for policy which should facilitate diffusion beyond localized clusters of expertise. Our findings also point to the need to employ a systemic perspective to investigate the relation between AI adoption and firm performance to identify whether appropriation of the benefits of AI depends on network position and social capital.",4*,INNOV
2-s2.0-85184212964,10.1016/j.joitmc.2024.100216,2024,Bouteraa M.; Chekima B.; Thurasamy R.; Bin-Nashwan S.A.; Al-Daihani M.; Baddou A.; Sadallah M.; Ansar R.,Bouteraa M.,Open Innovation in the Financial Sector: A Mixed-Methods Approach to Assess Bankers' Willingness to Embrace Open-AI ChatGPT,Journal of Open Innovation Technology Market and Complexity,,21998531,10,,60,1,Artificial Intelligence | Chatbots | ChatGPT | Mixed methods | Open Innovation | UTAUT,"As open innovation and Artificial Intelligence (AI) become more prevalent in financial institutions, early adoption of Chatbots will have a competitive advantage. However, ChatGPT is still less common in the financial sector than in other industries. This study attempts to understand bankers' perceptions towards using ChatGPT. Towards this, the study employed an exploratory sequential mixed-methods approach. Eventually, 10 bank professionals participated in the preliminary semi-structured interviews to gain insight into their perceptions. Sequentially, the study cross-sectionally examined the identified factors among 368 bankers to triangulate the framework with empirical evidence. The Thematic Content Analysis (TCA) analysis identified seven new factors related to bankers' use of ChatGPT, which were primarily validated in PLS-SEM assessments. The results showed the positive effect of performance expectancy, social influence, facilitating conditions, awareness, innovativeness, and system quality on ChatGPT usage and the negative effect of technology self-efficacy and IT features. Intriguingly, the moderating effects of central bank support were positively confirmed for innovativeness and social influence, but negative for the relationship between technology self-efficacy, awareness, and bankers' intention. This study offers a highly predictive model contemplating the applicability of an extended UTAUT model to explain the use of ChatGPT in the banking sector. Accordingly, we suggest that decision-makers should emphasize improving the individual attributes of their human capital towards technology and improving AI system quality, as well as working closely with government-powered authorities that would facilitate the diffusion process of AI Chatbots in the banking sector.",,
2-s2.0-85179066944,10.1016/j.jbusres.2023.114402,2024,Pham P.; Zhang H.; Gao W.; Zhu X.,Pham P.,Determinants and performance outcomes of artificial intelligence adoption: Evidence from U.S. Hospitals,Journal of Business Research,01482963,,172,,40,0,AI Adoption | Artificial Intelligence | Healthcare | Hospital Performance,"Integrating Artificial Intelligence (AI) technology in hospitals offers a unique opportunity to improve hospitals’ operating and financial performance. This study is among the first to investigate the determinants and subsequent performance outcomes associated with AI adoption. Using an extensive dataset encompassing 941 AI hospital-year observations and 941 non-AI hospital-year observations, we find that hospitals with a larger market share are great candidates to adopt AI. Furthermore, these hospitals can leverage AI technology to enhance various aspects of performance, including total outpatient revenue, total inpatient revenue, productivity, and occupancy. Importantly, we demonstrate that controlling for endogeneity is essential in assessing the performance outcomes of AI adoption. Our findings shed light on the determinants of AI adoption decisions in healthcare and underscore the manifold benefits AI technology brings to hospital operations and financial outcomes.",3,ETHICS-CSR-MAN
2-s2.0-85127226271,10.1080/20430795.2021.2013151,2024,Sharma U.; Gupta A.; Gupta S.K.,Sharma U.,The pertinence of incorporating ESG ratings to make investment decisions: a quantitative analysis using machine learning,Journal of Sustainable Finance and Investment,20430795,20430809,14,184-198,57,0,ESG | finance | investment | machine learning | stock market | sustainable,"Global sustainability being the major goal ahead, socially conscious investors are concerned about non-financial dimensions of investments like impact on environment (E), social relations (S), and corporate governance (G). This research aims to answer whether including ESG data points is conducive to profitable investments while promoting sustainability. Web-scraped a unique dataset of ESG and key financial data of 1400+ companies from 34 stock markets internationally. Quantitative analysis is performed on this data with the aim of determining whether the qualitative aspect of sustainable investments is tantamount to financial parameters. Better ESG scores indicate better financial performance. Return on equity was 14% greater for top 10% ESG companies than bottom 10%. Prediction accuracy of ML models like linear, random forest regression increased when training data included both ESG and financial data. The research concludes with a propitious relationship between ESG data and financial growth parameters which are worth probing further.",1,FINANCE
2-s2.0-85203299011,10.1080/07421222.2024.2376383,2024,Queiroz M.; Anand A.; Baird A.,Queiroz M.,Manager Appraisal of Artificial Intelligence Investments,Journal of Management Information Systems,07421222,1557928X,41,682-707,21,0,AI | Artificial intelligence | business value | decision delegation | investment appraisal | IS investment | temporal tone | time-situated agency,"Artificial intelligence (AI) is an important source of competitive advantage as it enables task augmentation and automation. However, while AI can create significant value, it is important to note that AI investments are fraught with risks and uncertainties. Thus, managers are likely to carefully evaluate potential AI investments before committing to investing. However, we know little about how managers’ appraisal of AI influences their investment choices. Drawing upon theorization in the areas of business value of AI, agentic information systems (IS) appraisal, and time-situated agency, we extend existing theory in two ways: (1) development of an AI classification (foundational typology) that proposes two dimensions (action autonomy and learning autonomy) for classifying AI by type and level of autonomy; and (2) development of propositions that leverage time-situated agency and the AI classification to explicate how managers’ delegation preferences influence their AI investment appraisal. This paper contributes a foundational theoretical platform for furthering AI investment appraisal research. In addition, the paper sets an agenda for future research in this area.",4,INFO MAN
2-s2.0-85178220723,10.1016/j.jfineco.2023.103745,2024,Babina T.; Fedyk A.; He A.; Hodson J.,Babina T.,"Artificial intelligence, firm growth, and product innovation",Journal of Financial Economics,0304405X,,151,,739,1,Artificial intelligence | Industry concentration | Intangible capital | Product innovation | Superstar firms | Technological change,"We study the use and economic impact of AI technologies. We propose a new measure of firm-level AI investments using employee resumes. Our measure reveals a stark increase in AI investments across sectors. AI-investing firms experience higher growth in sales, employment, and market valuations. This growth comes primarily through increased product innovation. Our results are robust to instrumenting AI investments using firms' exposure to universities' supply of AI graduates. AI-powered growth concentrates among larger firms and is associated with higher industry concentration. Our results highlight that new technologies like AI can contribute to growth and superstar firms through product innovation.",4*,FINANCE
2-s2.0-85197870021,10.15179/ces.26.1.3,2024,Roy C.K.; Basak T.,Roy C.K.,"Women in Leadership, Skilled Workforce, and Firm Performance in Bangladesh: A Machine Learning Analysis on Enterprise Survey Data",Croatian Economic Survey,13304860,18463878,26,59-93,1,1,firm performance | machine learning algorithms | skilled workforce | women leadership,"This study examines the influence of women’s representation in top management positions and availability of skilled human capital on firm performance in Bangladesh, a critical aspect that remains underexplored in the existing literature. We leverage a fresh and comprehensive dataset of 824 firms released by the World Bank Enterprise Survey in 2023 and employ both traditional ordinary least squares (OLS) regression and machine learning algorithms to analyze the relationship. While the presence of female leadership alone may not substantially boost firm performance, our findings underscore a notable positive influence of women in leadership roles, contingent upon the presence of a skilled workforce. Notably, factors such as labor and electricity costs, access to financial resources, and international quality certification consistently show positive associations with firm performance. Our findings offer valuable guidance to policymakers and corporate decision-makers, highlighting the importance of supporting women in leadership roles while simultaneously investing in a skilled labor force to unlock firm productivity and success.",,
2-s2.0-85195571908,10.3389/fbloc.2024.1346410,2024,Tripathy N.; Nayak S.K.; Prusty S.,Tripathy N.,A comparative analysis of Silverkite and inter-dependent deep learning models for bitcoin price prediction,Frontiers in Blockchain,,26247852,7,,13,1,bidirectional-LSTM | cryptocurrency | Fb-prophet | forecasting | LSTM | LSTM-GRU | Silverkite | time series analysis,"These days, there is a lot of demand for cryptocurrencies, and investors are essentially investing in them. The fact that there are already over 6,000 cryptocurrencies in use worldwide because of this, investors with regular incomes put money into promising cryptocurrencies that have low market values. Accurate pricing forecasting is necessary to build profitable trading strategies because of the unique characteristics and volatility of cryptocurrencies. For consistent forecasting accuracy in an unknown price range, a variation point detection technique is employed. Due to its bidirectional nature, a Bi-LSTM appropriate for recording long-term dependencies in data that is sequential. Accurate forecasting in the cryptocurrency space depends on identifying these connections, since values are subject to change over time due to a variety of causes. In this work, we employ four deep learning-based models that are LSTM, FB-Prophet, LSTM-GRU and Bidirectional-LSTM(Bi-LSTM) and these four models are compared with Silverkite. Silverkite is the main algorithm of the Python library Graykite by LinkedIn. Using historical bitcoin data from 2012 to 2021, we utilized to analyse the models’ mean absolute error (MAE) and root mean square error (RMSE). The Bi-LSTM model performs better than others, with a mean absolute error (MAE) of 0.633 and a root mean square error (RMSE) of 0.815. The conclusion has significant ramifications for bitcoin investors and industry experts.",,
